type,organism,dnds
E,C. albicans,0.1879
E,C. albicans,0.0319
E,C. albicans,0.11555
E,C. albicans,0.0672
E,C. albicans,0.0191
E,C. albicans,0.1029
E,C. albicans,0.0835
E,C. albicans,0.0929
E,C. albicans,0.0635
E,C. albicans,0.1015
E,C. albicans,0.0332
E,C. albicans,0.0334
E,C. albicans,0.0474
E,C. albicans,0.0478
E,C. albicans,0.0674
E,C. albicans,0.0814
E,C. albicans,0.0448
E,C. albicans,0.317
E,C. albicans,0.0667
E,C. albicans,0.0887
E,C. albicans,0.1322
E,C. albicans,0.1171
E,C. albicans,0.223
E,C. albicans,0.0433
E,C. albicans,0.0879
E,C. albicans,0.1207
E,C. albicans,0.1059
E,C. albicans,0.1362
E,C. albicans,0.1162
E,C. albicans,0.0262
E,C. albicans,0.1486
E,C. albicans,0.0478
E,C. albicans,0.1078
E,C. albicans,0.2746
E,C. albicans,0.1384
E,C. albicans,0.1821
E,C. albicans,0.1747
E,C. albicans,0.0693
E,C. albicans,0.0658
E,C. albicans,0.0468
E,C. albicans,0.1189
E,C. albicans,0.2116
E,C. albicans,0.2833
E,C. albicans,0.1091
E,C. albicans,0.0485
E,C. albicans,0.1761
E,C. albicans,0.0949
E,C. albicans,0.048
E,C. albicans,0.027
E,C. albicans,0.0805
E,C. albicans,0.0616
E,C. albicans,0.1015
E,C. albicans,0.112
E,C. albicans,0.1185
E,C. albicans,0.085
E,C. albicans,0.2538
E,C. albicans,0.0758
E,C. albicans,0.079
E,C. albicans,0.1114
E,C. albicans,0.1095
E,C. albicans,0.1355
E,C. albicans,0.09
E,C. albicans,0.0982
E,C. albicans,0.0453
E,C. albicans,0.1698
E,C. albicans,0.0222
E,C. albicans,0.0293
E,C. albicans,0.0327
E,C. albicans,0.0229
E,C. albicans,0.4816
E,C. albicans,0.1104
E,C. albicans,0.1479
E,C. albicans,0.1477
E,C. albicans,0.1683
E,C. albicans,0.174
E,C. albicans,0.0881
E,C. albicans,0.0757
E,C. albicans,0.3017
E,C. albicans,0.039
E,C. albicans,0.2003
E,C. albicans,0.1258
E,C. albicans,0.0683
E,C. albicans,0.0522
E,C. albicans,0.2096
E,C. albicans,0.1894
E,C. albicans,0.2857
E,C. albicans,0.0714
E,C. albicans,0.1129
E,C. albicans,0.3079
E,C. albicans,0.027
E,C. albicans,0.0218
E,C. albicans,0.0497
E,C. albicans,0.049
E,C. albicans,0.03745
E,C. albicans,0.0737
E,C. albicans,0.042
E,C. albicans,0.092
E,C. albicans,0.0833
E,C. albicans,0.0798
E,C. albicans,0.0688
E,C. albicans,0.1313
E,C. albicans,0.0891
E,C. albicans,0.1114
E,C. albicans,0.0697
E,C. albicans,0.1601
E,C. albicans,0.0232
E,C. albicans,0.2527
E,C. albicans,0.04315
E,C. albicans,0.0991
E,C. albicans,0.0844
E,C. albicans,0.0907
E,C. albicans,0.1119
E,C. albicans,0.0788
E,C. albicans,0.1365
E,C. albicans,0.1358
E,C. albicans,0.1181
E,C. albicans,0.1784
E,C. albicans,0.0866
E,C. albicans,0.0441
E,C. albicans,0.0794
E,C. albicans,0.068
E,C. albicans,0.1072
E,C. albicans,0.3882
E,C. albicans,0.1394
E,C. albicans,0.0438
E,C. albicans,0.232
E,C. albicans,0.1501
E,C. albicans,0.0702
E,C. albicans,0.0632
E,C. albicans,0.1351
E,C. albicans,0.0795
E,C. albicans,0.0591
E,C. albicans,0.2469
E,C. albicans,0.1771
E,C. albicans,0.0647
E,C. albicans,0.0388
E,C. albicans,0.0989
E,C. albicans,0.1437
E,C. albicans,0.0502
E,C. albicans,0.0721
E,C. albicans,0.0285
E,C. albicans,0.0746
E,C. albicans,0.1514
E,C. albicans,0.1251
E,C. albicans,0.1039
E,C. albicans,0.3023
E,C. albicans,0.1462
E,C. albicans,0.038
E,C. albicans,0.0453
E,C. albicans,0.0777
E,C. albicans,0.0583
E,C. albicans,0.0763
E,C. albicans,0.2389
E,C. albicans,0.1098
E,C. albicans,0.0515
E,C. albicans,0.0903
E,C. albicans,0.1087
E,C. albicans,0.0737
E,C. albicans,0.1344
E,C. albicans,0.0507
E,C. albicans,0.1005
E,C. albicans,0.0507
E,C. albicans,0.0776
E,C. albicans,0.0689
E,C. albicans,0.0617
E,C. albicans,0.0636
E,C. albicans,0.0464
E,C. albicans,0.0804
E,C. albicans,0.0613
E,C. albicans,0.0485
E,C. albicans,0.151
E,C. albicans,0.101
E,C. albicans,0.0502
E,C. albicans,0.2374
E,C. albicans,0.0559
E,C. albicans,0.0467
E,C. albicans,0.25795
E,C. albicans,0.0538
E,C. albicans,0.0238
E,C. albicans,0.0753
E,C. albicans,0.0864
E,C. albicans,0.0863
E,C. albicans,0.047
E,C. albicans,0.2417
E,C. albicans,0.0685
E,C. albicans,0.1182
E,C. albicans,0.0907
E,C. albicans,0.066
E,C. albicans,0.1164
E,C. albicans,0.1938
E,C. albicans,0.1557
E,C. albicans,0.0947
E,C. albicans,0.0776
E,C. albicans,0.1252
E,C. albicans,0.063
E,C. albicans,0.1342
E,C. albicans,0.1051
E,C. albicans,0.0519
E,C. albicans,0.1443
E,C. albicans,0.1417
E,C. albicans,0.1303
E,C. albicans,0.1374
E,C. albicans,0.0728
E,C. albicans,0.1525
E,C. albicans,0.0897
E,C. albicans,0.0938
E,C. albicans,0.3949
E,C. albicans,0.1018
E,C. albicans,0.1278
E,C. albicans,0.0507
E,C. albicans,0.055
E,C. albicans,0.1327
E,C. albicans,0.0464
E,C. albicans,0.0325
E,C. albicans,0.101
E,C. albicans,0.2693
E,C. albicans,0.0345
E,C. albicans,0.0424
E,C. albicans,0.1458
E,C. albicans,0.1652
E,C. albicans,0.0814
E,C. albicans,0.0504
E,C. albicans,0.0448
E,C. albicans,0.3117
E,C. albicans,0.4413
E,C. albicans,0.2552
E,C. albicans,0.1203
E,C. albicans,0.1424
E,C. albicans,0.33835
E,C. albicans,0.2187
E,C. albicans,0.1376
E,C. albicans,0.0838
E,C. albicans,0.05295
E,C. albicans,0.0324
E,C. albicans,0.2629
E,C. albicans,0.1334
E,C. albicans,0.23604999999999998
E,C. albicans,0.24
E,C. albicans,0.1997
E,C. albicans,0.0513
E,C. albicans,0.0959
E,C. albicans,0.0495
E,C. albicans,0.1205
E,C. albicans,0.1438
E,C. albicans,0.0525
E,C. albicans,0.2477
E,C. albicans,0.1963
E,C. albicans,0.0296
E,C. albicans,0.0708
E,C. albicans,0.1851
E,C. albicans,0.1196
E,C. albicans,0.1778
E,C. albicans,0.4486
E,C. albicans,0.0544
E,C. albicans,0.1045
E,C. albicans,0.0545
E,C. albicans,0.1497
E,C. albicans,0.0717
E,C. albicans,0.1692
E,C. albicans,0.176
E,C. albicans,0.0782
E,C. albicans,0.0671
E,C. albicans,0.0568
E,C. albicans,0.0663
E,C. albicans,0.0552
E,C. albicans,0.2045
E,C. albicans,0.1834
E,C. albicans,0.046
E,C. albicans,0.211
E,C. albicans,0.2015
E,C. albicans,0.0149
E,C. albicans,0.0677
E,C. albicans,0.1638
E,C. albicans,0.1414
E,C. albicans,0.1597
E,C. albicans,0.1239
E,C. albicans,0.0522
E,C. albicans,0.0753
E,C. albicans,0.0587
E,C. albicans,0.0848
E,C. albicans,0.0344
E,C. albicans,0.06295
E,C. albicans,0.0619
E,C. albicans,0.0931
E,C. albicans,0.1037
E,C. albicans,0.1097
E,C. albicans,0.3082
E,C. albicans,0.2045
E,C. albicans,0.1307
E,C. albicans,0.0857
E,C. albicans,0.1964
E,C. albicans,0.1252
E,C. albicans,0.3661
E,C. albicans,0.0746
E,C. albicans,0.2257
E,C. albicans,0.2501
E,C. albicans,0.1042
E,C. albicans,0.1092
E,C. albicans,0.0441
E,C. albicans,0.0707
E,C. albicans,0.15395
E,C. albicans,0.1488
E,C. albicans,0.1559
E,C. albicans,0.2412
E,C. albicans,0.129
E,C. albicans,0.1064
E,C. albicans,0.1404
E,C. albicans,0.1204
E,C. albicans,0.0614
E,C. albicans,0.0472
E,C. albicans,0.0296
E,C. albicans,0.1085
E,C. albicans,0.0533
E,C. albicans,0.0642
E,C. albicans,0.1118
E,C. albicans,0.121
E,C. albicans,0.0944
E,C. albicans,0.0536
E,C. albicans,0.0945
E,C. albicans,0.0932
E,C. albicans,0.1882
E,C. albicans,0.0889
E,C. albicans,0.0351
E,C. albicans,0.4053
E,C. albicans,0.131
E,C. albicans,0.1084
E,C. albicans,0.1099
E,C. albicans,0.1223
E,C. albicans,0.0707
E,C. albicans,0.2065
E,C. albicans,0.073
E,C. albicans,0.1866
E,C. albicans,0.0587
E,C. albicans,0.0711
E,C. albicans,0.1358
E,C. albicans,0.137
E,C. albicans,0.0259
E,C. albicans,0.1041
E,C. albicans,0.1185
E,C. albicans,0.1247
E,C. albicans,0.0791
E,C. albicans,0.0605
E,C. albicans,0.0584
E,C. albicans,0.1614
E,C. albicans,0.0961
E,C. albicans,0.09734999999999999
E,C. albicans,0.083
E,C. albicans,0.1473
E,C. albicans,0.0965
E,C. albicans,0.1827
E,C. albicans,0.0486
E,C. albicans,0.1544
E,C. albicans,0.1396
E,C. albicans,0.0476
E,C. albicans,0.0794
E,C. albicans,0.1644
E,C. albicans,0.0581
E,C. albicans,0.1274
E,C. albicans,0.0642
E,C. albicans,0.075
E,C. albicans,0.1011
E,C. albicans,0.4129
E,C. albicans,0.1248
E,C. albicans,0.0726
E,C. albicans,0.0647
E,C. albicans,0.0625
E,C. albicans,0.1276
E,C. albicans,0.1127
E,C. albicans,0.0397
E,C. albicans,0.054
E,C. albicans,0.0668
E,C. albicans,0.1257
E,C. albicans,0.1233
E,C. albicans,0.1193
NE,C. albicans,0.1128
NE,C. albicans,0.1064
NE,C. albicans,0.2593
NE,C. albicans,0.0832
NE,C. albicans,0.06225
NE,C. albicans,0.06885
NE,C. albicans,0.0489
NE,C. albicans,0.0639
NE,C. albicans,0.1561
NE,C. albicans,0.0685
NE,C. albicans,0.0807
NE,C. albicans,0.07355
NE,C. albicans,0.215
NE,C. albicans,0.0362
NE,C. albicans,0.1006
NE,C. albicans,0.1507
NE,C. albicans,0.2161
NE,C. albicans,0.0801
NE,C. albicans,0.22165
NE,C. albicans,0.2265
NE,C. albicans,0.14065
NE,C. albicans,0.1186
NE,C. albicans,0.0453
NE,C. albicans,0.0786
NE,C. albicans,0.1072
NE,C. albicans,0.0423
NE,C. albicans,0.073
NE,C. albicans,0.1239
NE,C. albicans,0.0765
NE,C. albicans,0.1066
NE,C. albicans,0.0645
NE,C. albicans,0.0703
NE,C. albicans,0.0773
NE,C. albicans,0.1263
NE,C. albicans,0.091
NE,C. albicans,0.1349
NE,C. albicans,0.1181
NE,C. albicans,0.1396
NE,C. albicans,0.0709
NE,C. albicans,0.0933
NE,C. albicans,0.1003
NE,C. albicans,0.3009
NE,C. albicans,0.0758
NE,C. albicans,0.1055
NE,C. albicans,0.0849
NE,C. albicans,0.0388
NE,C. albicans,0.1112
NE,C. albicans,0.1005
NE,C. albicans,0.0312
NE,C. albicans,0.2547
NE,C. albicans,0.0893
NE,C. albicans,0.1658
NE,C. albicans,0.1187
NE,C. albicans,0.14739999999999998
NE,C. albicans,0.0448
NE,C. albicans,0.1302
NE,C. albicans,0.1543
NE,C. albicans,0.09964999999999999
NE,C. albicans,0.1258
NE,C. albicans,0.1888
NE,C. albicans,0.1522
NE,C. albicans,0.3095
NE,C. albicans,0.2017
NE,C. albicans,0.1369
NE,C. albicans,0.2236
NE,C. albicans,0.0849
NE,C. albicans,0.1247
NE,C. albicans,0.1337
NE,C. albicans,0.083
NE,C. albicans,0.1235
NE,C. albicans,0.1097
NE,C. albicans,0.0347
NE,C. albicans,0.0638
NE,C. albicans,0.0634
NE,C. albicans,0.1307
NE,C. albicans,0.11995
NE,C. albicans,0.1112
NE,C. albicans,0.0885
NE,C. albicans,0.2204
NE,C. albicans,0.0687
NE,C. albicans,0.0749
NE,C. albicans,0.0496
NE,C. albicans,0.3123
NE,C. albicans,0.15595
NE,C. albicans,0.30435
NE,C. albicans,0.1486
NE,C. albicans,0.11
NE,C. albicans,0.1014
NE,C. albicans,0.0547
NE,C. albicans,0.0757
NE,C. albicans,0.1445
NE,C. albicans,0.0644
NE,C. albicans,0.1284
NE,C. albicans,0.27995000000000003
NE,C. albicans,0.09384999999999999
NE,C. albicans,0.1121
NE,C. albicans,0.0676
NE,C. albicans,0.1129
NE,C. albicans,0.0686
NE,C. albicans,0.0858
NE,C. albicans,0.0947
NE,C. albicans,0.0336
NE,C. albicans,0.1579
NE,C. albicans,0.1285
NE,C. albicans,0.405
NE,C. albicans,0.07185
NE,C. albicans,0.0498
NE,C. albicans,0.1068
NE,C. albicans,0.0553
NE,C. albicans,0.0764
NE,C. albicans,0.233
NE,C. albicans,0.045
NE,C. albicans,0.2561
NE,C. albicans,0.0864
NE,C. albicans,0.0661
NE,C. albicans,0.065
NE,C. albicans,0.0413
NE,C. albicans,0.1633
NE,C. albicans,0.0851
NE,C. albicans,0.0573
NE,C. albicans,0.1277
NE,C. albicans,0.2728
NE,C. albicans,0.1372
NE,C. albicans,0.1075
NE,C. albicans,0.1847
NE,C. albicans,0.1087
NE,C. albicans,0.0704
NE,C. albicans,0.0761
NE,C. albicans,0.1584
NE,C. albicans,0.1181
NE,C. albicans,0.1422
NE,C. albicans,0.0724
NE,C. albicans,0.0441
NE,C. albicans,0.4042
NE,C. albicans,0.0579
NE,C. albicans,0.1284
NE,C. albicans,0.1519
NE,C. albicans,0.0407
NE,C. albicans,0.2738
NE,C. albicans,0.1192
NE,C. albicans,0.0794
NE,C. albicans,0.10455
NE,C. albicans,0.2372
NE,C. albicans,0.1025
NE,C. albicans,0.0627
NE,C. albicans,0.0399
NE,C. albicans,0.20665
NE,C. albicans,0.1188
NE,C. albicans,0.0385
NE,C. albicans,0.06
NE,C. albicans,0.27015
NE,C. albicans,0.06764999999999999
NE,C. albicans,0.0645
NE,C. albicans,0.0213
NE,C. albicans,0.1641
NE,C. albicans,0.0374
NE,C. albicans,0.167
NE,C. albicans,0.071
NE,C. albicans,0.0855
NE,C. albicans,0.1167
NE,C. albicans,0.2372
NE,C. albicans,0.08305
NE,C. albicans,0.0332
NE,C. albicans,0.0967
NE,C. albicans,0.0951
NE,C. albicans,0.1498
NE,C. albicans,0.1215
NE,C. albicans,0.1895
NE,C. albicans,0.0541
NE,C. albicans,0.20105
NE,C. albicans,0.1072
NE,C. albicans,0.0789
NE,C. albicans,0.2711
NE,C. albicans,0.2068
NE,C. albicans,0.0527
NE,C. albicans,0.0553
NE,C. albicans,0.2219
NE,C. albicans,0.158
NE,C. albicans,0.1688
NE,C. albicans,0.10245
NE,C. albicans,0.0957
NE,C. albicans,0.1035
NE,C. albicans,0.1103
NE,C. albicans,0.1265
NE,C. albicans,0.112
NE,C. albicans,0.1715
NE,C. albicans,0.0736
NE,C. albicans,0.1364
NE,C. albicans,0.1803
NE,C. albicans,0.084
NE,C. albicans,0.16935
NE,C. albicans,0.2018
NE,C. albicans,0.196
NE,C. albicans,0.1413
NE,C. albicans,0.0876
NE,C. albicans,0.1028
NE,C. albicans,0.4366
NE,C. albicans,0.1332
NE,C. albicans,0.1059
NE,C. albicans,0.1519
NE,C. albicans,0.1399
NE,C. albicans,0.1367
NE,C. albicans,0.0231
NE,C. albicans,0.2183
NE,C. albicans,0.115
NE,C. albicans,0.2803
NE,C. albicans,0.1099
NE,C. albicans,0.2082
NE,C. albicans,0.0844
NE,C. albicans,0.2101
NE,C. albicans,0.0719
NE,C. albicans,0.0805
NE,C. albicans,0.0539
NE,C. albicans,0.0894
NE,C. albicans,0.132
NE,C. albicans,0.2679
NE,C. albicans,0.0864
NE,C. albicans,0.07
NE,C. albicans,0.1268
NE,C. albicans,0.1238
NE,C. albicans,0.0949
NE,C. albicans,0.3508
NE,C. albicans,0.2273
NE,C. albicans,0.0557
NE,C. albicans,0.0833
NE,C. albicans,0.0864
NE,C. albicans,0.0759
NE,C. albicans,0.0565
NE,C. albicans,0.1836
NE,C. albicans,0.1813
NE,C. albicans,0.0944
NE,C. albicans,0.118
NE,C. albicans,0.06925
NE,C. albicans,0.2042
NE,C. albicans,0.0822
NE,C. albicans,0.1698
NE,C. albicans,0.0435
NE,C. albicans,0.1165
NE,C. albicans,0.2012
NE,C. albicans,0.113
NE,C. albicans,0.1303
NE,C. albicans,0.34975
NE,C. albicans,0.0974
NE,C. albicans,0.054
NE,C. albicans,0.1152
NE,C. albicans,0.0882
NE,C. albicans,0.0957
NE,C. albicans,0.123
NE,C. albicans,0.1103
NE,C. albicans,0.0726
NE,C. albicans,0.1546
NE,C. albicans,0.0713
NE,C. albicans,0.0752
NE,C. albicans,0.231
NE,C. albicans,0.06415
NE,C. albicans,0.0979
NE,C. albicans,0.1908
NE,C. albicans,0.1663
NE,C. albicans,0.1576
NE,C. albicans,0.1553
NE,C. albicans,0.1022
NE,C. albicans,0.10525000000000001
NE,C. albicans,0.0863
NE,C. albicans,0.0713
NE,C. albicans,0.2152
NE,C. albicans,0.1022
NE,C. albicans,0.2602
NE,C. albicans,0.2225
NE,C. albicans,0.0958
NE,C. albicans,0.0819
NE,C. albicans,0.191
NE,C. albicans,0.1574
NE,C. albicans,0.0871
NE,C. albicans,0.1252
NE,C. albicans,0.1479
NE,C. albicans,0.1342
NE,C. albicans,0.0931
NE,C. albicans,0.0903
NE,C. albicans,0.1269
NE,C. albicans,0.0794
NE,C. albicans,0.0652
NE,C. albicans,0.103
NE,C. albicans,0.0542
NE,C. albicans,0.06755
NE,C. albicans,0.0823
NE,C. albicans,0.1611
NE,C. albicans,0.144
NE,C. albicans,0.15095
NE,C. albicans,0.0346
NE,C. albicans,0.0509
NE,C. albicans,0.2232
NE,C. albicans,0.2021
NE,C. albicans,0.0596
NE,C. albicans,0.1871
NE,C. albicans,0.0901
NE,C. albicans,0.0587
NE,C. albicans,0.0536
NE,C. albicans,0.1316
NE,C. albicans,0.1286
NE,C. albicans,0.0963
NE,C. albicans,0.1176
NE,C. albicans,0.06405
NE,C. albicans,0.1366
NE,C. albicans,0.2352
NE,C. albicans,0.1111
NE,C. albicans,0.18869999999999998
NE,C. albicans,0.1343
NE,C. albicans,0.1132
NE,C. albicans,0.2364
NE,C. albicans,0.1764
NE,C. albicans,0.1249
NE,C. albicans,0.1172
NE,C. albicans,0.09495
NE,C. albicans,0.2778
NE,C. albicans,0.09495
NE,C. albicans,0.07305
NE,C. albicans,0.182
NE,C. albicans,0.09234999999999999
NE,C. albicans,0.1522
NE,C. albicans,0.1394
NE,C. albicans,0.1449
NE,C. albicans,0.1881
NE,C. albicans,0.138
NE,C. albicans,0.1773
NE,C. albicans,0.1608
NE,C. albicans,0.1048
NE,C. albicans,0.1261
NE,C. albicans,0.12730000000000002
NE,C. albicans,0.08574999999999999
NE,C. albicans,0.1153
NE,C. albicans,0.0803
NE,C. albicans,0.0871
NE,C. albicans,0.0405
NE,C. albicans,0.0434
NE,C. albicans,0.0622
NE,C. albicans,0.1218
NE,C. albicans,0.0367
NE,C. albicans,0.1284
NE,C. albicans,0.1273
NE,C. albicans,0.0725
NE,C. albicans,0.0534
NE,C. albicans,0.0775
NE,C. albicans,0.1193
NE,C. albicans,0.0696
NE,C. albicans,0.0532
NE,C. albicans,0.0451
NE,C. albicans,0.0855
NE,C. albicans,0.0977
NE,C. albicans,0.104
NE,C. albicans,0.1014
NE,C. albicans,0.0511
NE,C. albicans,0.2578
NE,C. albicans,0.0647
NE,C. albicans,0.1566
NE,C. albicans,0.1065
NE,C. albicans,0.2096
NE,C. albicans,0.054849999999999996
NE,C. albicans,0.1492
NE,C. albicans,0.179
NE,C. albicans,0.1526
NE,C. albicans,0.1207
NE,C. albicans,0.1647
NE,C. albicans,0.0483
NE,C. albicans,0.0831
NE,C. albicans,0.063
NE,C. albicans,0.1477
NE,C. albicans,0.2909
NE,C. albicans,0.109
NE,C. albicans,0.0969
NE,C. albicans,0.0808
NE,C. albicans,0.1012
NE,C. albicans,0.0912
NE,C. albicans,0.1278
NE,C. albicans,0.0609
NE,C. albicans,0.0822
NE,C. albicans,0.06
NE,C. albicans,0.142
NE,C. albicans,0.089
NE,C. albicans,0.0715
NE,C. albicans,0.0871
NE,C. albicans,0.1893
NE,C. albicans,0.1036
NE,C. albicans,0.25845
NE,C. albicans,0.2029
NE,C. albicans,0.030449999999999998
NE,C. albicans,0.1304
NE,C. albicans,0.1001
NE,C. albicans,0.041
NE,C. albicans,0.1122
NE,C. albicans,0.1837
NE,C. albicans,0.2248
NE,C. albicans,0.1322
NE,C. albicans,0.4038
NE,C. albicans,0.1143
NE,C. albicans,0.2404
NE,C. albicans,0.1234
NE,C. albicans,0.1671
NE,C. albicans,0.1351
NE,C. albicans,0.1401
NE,C. albicans,0.3291
NE,C. albicans,0.028
NE,C. albicans,0.1529
NE,C. albicans,0.0792
NE,C. albicans,0.1288
NE,C. albicans,0.22585
NE,C. albicans,0.052
NE,C. albicans,0.0629
NE,C. albicans,0.2328
NE,C. albicans,0.1709
NE,C. albicans,0.0742
NE,C. albicans,0.0761
NE,C. albicans,0.108
NE,C. albicans,0.1238
NE,C. albicans,0.1273
NE,C. albicans,0.0707
NE,C. albicans,0.2716
NE,C. albicans,0.3127
NE,C. albicans,0.1236
NE,C. albicans,0.0302
NE,C. albicans,0.0893
NE,C. albicans,0.0935
NE,C. albicans,0.1219
NE,C. albicans,0.1633
NE,C. albicans,0.0664
NE,C. albicans,0.1135
NE,C. albicans,0.1204
NE,C. albicans,0.1618
NE,C. albicans,0.1351
NE,C. albicans,0.04385
NE,C. albicans,0.0343
NE,C. albicans,0.0652
NE,C. albicans,0.0682
NE,C. albicans,0.1317
NE,C. albicans,0.0655
NE,C. albicans,0.0827
NE,C. albicans,0.1159
NE,C. albicans,0.0529
NE,C. albicans,0.0564
NE,C. albicans,0.08445
NE,C. albicans,0.1476
NE,C. albicans,0.0319
NE,C. albicans,0.2185
NE,C. albicans,0.0713
NE,C. albicans,0.1127
NE,C. albicans,0.0588
NE,C. albicans,0.115
NE,C. albicans,0.08725
NE,C. albicans,0.0742
NE,C. albicans,0.0896
NE,C. albicans,0.3412
NE,C. albicans,0.3887
NE,C. albicans,0.14845
NE,C. albicans,0.1051
NE,C. albicans,0.0937
NE,C. albicans,0.1269
NE,C. albicans,0.0351
NE,C. albicans,0.0835
NE,C. albicans,0.0516
NE,C. albicans,0.1076
NE,C. albicans,0.0614
NE,C. albicans,0.0247
NE,C. albicans,0.0927
NE,C. albicans,0.107
NE,C. albicans,0.1022
NE,C. albicans,0.0997
NE,C. albicans,0.0903
NE,C. albicans,0.1848
NE,C. albicans,0.2551
NE,C. albicans,0.0957
NE,C. albicans,0.077
NE,C. albicans,0.028
NE,C. albicans,0.43520000000000003
NE,C. albicans,0.0539
NE,C. albicans,0.0845
NE,C. albicans,0.1245
NE,C. albicans,0.0754
NE,C. albicans,0.119
NE,C. albicans,0.0651
NE,C. albicans,0.0735
NE,C. albicans,0.0968
NE,C. albicans,0.1284
NE,C. albicans,0.0844
NE,C. albicans,0.205
NE,C. albicans,0.0665
NE,C. albicans,0.1139
NE,C. albicans,0.1296
NE,C. albicans,0.1116
NE,C. albicans,0.1281
NE,C. albicans,0.1794
NE,C. albicans,0.1164
NE,C. albicans,0.0934
NE,C. albicans,0.1141
NE,C. albicans,0.1964
NE,C. albicans,0.1708
NE,C. albicans,0.0662
NE,C. albicans,0.2307
NE,C. albicans,0.1913
NE,C. albicans,0.1552
NE,C. albicans,0.1446
NE,C. albicans,0.0659
NE,C. albicans,0.0654
NE,C. albicans,0.0603
NE,C. albicans,0.3247
NE,C. albicans,0.05215
NE,C. albicans,0.0731
NE,C. albicans,0.2473
NE,C. albicans,0.0529
NE,C. albicans,0.1536
NE,C. albicans,0.1369
NE,C. albicans,0.1695
NE,C. albicans,0.0901
NE,C. albicans,0.1748
NE,C. albicans,0.0435
NE,C. albicans,0.1016
NE,C. albicans,0.1633
NE,C. albicans,0.0873
NE,C. albicans,0.0553
NE,C. albicans,0.0828
NE,C. albicans,0.269
NE,C. albicans,0.0762
NE,C. albicans,0.1138
NE,C. albicans,0.0882
NE,C. albicans,0.0558
NE,C. albicans,0.1409
NE,C. albicans,0.2422
NE,C. albicans,0.1695
NE,C. albicans,0.0679
NE,C. albicans,0.0746
NE,C. albicans,0.0511
NE,C. albicans,0.1032
NE,C. albicans,0.0755
NE,C. albicans,0.0543
NE,C. albicans,0.07295
NE,C. albicans,0.0557
NE,C. albicans,0.2747
NE,C. albicans,0.0679
NE,C. albicans,0.2655
NE,C. albicans,0.0995
NE,C. albicans,0.0569
NE,C. albicans,0.0842
NE,C. albicans,0.0699
NE,C. albicans,0.0391
NE,C. albicans,0.0984
NE,C. albicans,0.0914
NE,C. albicans,0.2068
NE,C. albicans,0.3432
NE,C. albicans,0.15765
NE,C. albicans,0.1638
NE,C. albicans,0.1358
NE,C. albicans,0.1171
NE,C. albicans,0.1372
NE,C. albicans,0.105
NE,C. albicans,0.3863
NE,C. albicans,0.0537
NE,C. albicans,0.2693
NE,C. albicans,0.0953
NE,C. albicans,0.1234
NE,C. albicans,0.0817
NE,C. albicans,0.1706
NE,C. albicans,0.1219
NE,C. albicans,0.1506
NE,C. albicans,0.0928
NE,C. albicans,0.0899
NE,C. albicans,0.1261
NE,C. albicans,0.2281
NE,C. albicans,0.0695
NE,C. albicans,0.1276
NE,C. albicans,0.0808
NE,C. albicans,0.1392
NE,C. albicans,0.0817
NE,C. albicans,0.1234
NE,C. albicans,0.1145
NE,C. albicans,0.1815
NE,C. albicans,0.1412
NE,C. albicans,0.1522
NE,C. albicans,0.1487
NE,C. albicans,0.2242
NE,C. albicans,0.1664
NE,C. albicans,0.0758
NE,C. albicans,0.20395
NE,C. albicans,0.0555
NE,C. albicans,0.06915
NE,C. albicans,0.3293
NE,C. albicans,0.0686
NE,C. albicans,0.0977
NE,C. albicans,0.1425
NE,C. albicans,0.1082
NE,C. albicans,0.2674
NE,C. albicans,0.0995
NE,C. albicans,0.13115
NE,C. albicans,0.0767
NE,C. albicans,0.1285
NE,C. albicans,0.0934
NE,C. albicans,0.1423
NE,C. albicans,0.2142
NE,C. albicans,0.08795
NE,C. albicans,0.1228
NE,C. albicans,0.0891
NE,C. albicans,0.2571
NE,C. albicans,0.0848
NE,C. albicans,0.2291
NE,C. albicans,0.1687
NE,C. albicans,0.0766
NE,C. albicans,0.0782
NE,C. albicans,0.241
NE,C. albicans,0.0759
NE,C. albicans,0.0738
NE,C. albicans,0.1764
NE,C. albicans,0.074
NE,C. albicans,0.1778
NE,C. albicans,0.13
NE,C. albicans,0.1527
NE,C. albicans,0.1829
NE,C. albicans,0.1144
NE,C. albicans,0.0437
NE,C. albicans,0.0345
NE,C. albicans,0.1138
NE,C. albicans,0.0879
NE,C. albicans,0.0711
NE,C. albicans,0.1301
NE,C. albicans,0.2369
NE,C. albicans,0.2412
NE,C. albicans,0.1436
NE,C. albicans,0.12
NE,C. albicans,0.12569999999999998
NE,C. albicans,0.1928
NE,C. albicans,0.0582
NE,C. albicans,0.2132
NE,C. albicans,0.0573
NE,C. albicans,0.1238
NE,C. albicans,0.1294
NE,C. albicans,0.1926
NE,C. albicans,0.1021
NE,C. albicans,0.06755
NE,C. albicans,0.1108
NE,C. albicans,0.0848
NE,C. albicans,0.0658
NE,C. albicans,0.16025
NE,C. albicans,0.0595
NE,C. albicans,0.0315
NE,C. albicans,0.0412
NE,C. albicans,0.0788
NE,C. albicans,0.0671
NE,C. albicans,0.1355
NE,C. albicans,0.0994
NE,C. albicans,0.0796
NE,C. albicans,0.1854
NE,C. albicans,0.1283
NE,C. albicans,0.0568
NE,C. albicans,0.1112
NE,C. albicans,0.1344
NE,C. albicans,0.381
NE,C. albicans,0.0602
